"Codice";"Formula";"Formula"
"00028JODO0057";"2,7";"2,7"
"00076IGDR0002";"3,9";"3,9"
"00108MORG0002";"15,99";"15,99"
"00228ABSU0001";"15,95";"15,95"
"00228JSA_0003";"2,95";"2,95"
"00228NIGC0003";"14,95";"14,95"
"00228PUFF0011";"5,95";"5,95"
"00228SAND0006";"4,95";"4,95"
"00560CHON0001";"5,9";"5,9"
"00691DNDR0001";"16,44";"16,44"
"00853DSHE0001";"65,21";"65,21"
"00869AMON0002";"5,2";"5,2"
"00977CIEL0001";"5,9";"5,9"
"00977DEKI0001";"5,5";"5,5"
"00977HERO0001";"5,9";"5,9"
"00977HERO0002";"5,9";"5,9"
"00977IFDM0001";"5,9";"5,9"
"00977IFDM0003";"5,9";"5,9"
"00977LOST0003";"5,9";"5,9"
"00977PRIE0008";"5,9";"5,9"
"00977PRIE0009";"5,9";"5,9"
"00977PRIE0011";"5,9";"5,9"
"01013MADL0001";"15";"15"
"50014NEWT0065";"7,28";"7,28"
"00002DSCH0003";"20,58";"20,58"
"00002GOTH0001";"5,5";"5,5"
"00002HUXH0001";"5,5";"5,5"
"00002SIDO0007";"6,5";"6,5"
"00002WORS0014";"5,5";"5,5"
"00028JODO0056";"2,7";"2,7"
"00043DYLA0259";"2,7";"2,7"
"00107ARZA0001";"10";"10"
"00464GUAL0001";"13";"13"
"00560ZERO0009";"5,9";"5,9"
"00560ZOLO0004";"5,9";"5,9"
"00705MOJA0051";"3,5";"3,5"
"00977HEAG0001";"9,09";"9,09"
"00001DQUE0117";"4,2";"4,2"
"00002IPDT0008";"5,5";"5,5"
"00052VFV20001";"21";"21"
"00076DKSC0001";"41,32";"41,32"
"00076GALS0010";"4,4";"4,4"
"00076SAIY0004";"4,9";"4,9"
"00076SHJG0004";"6,9";"6,9"
"00076SHJG0005";"6,9";"6,9"
"00212COMP0001";"15";"15"
"00228JUST0001";"4,5";"4,5"
"00228LLDB0006";"4,95";"4,95"
"00386GBRE0001";"14,83";"14,83"
"00863CCAD0003";"5,78";"5,78"
"00863CCAD0016";"8,68";"8,68"
"00977MADE0001";"6,5";"6,5"
"50008DMZ_0029";"3,11";"3,11"
"50008NEDY0001";"3,11";"3,11"
"50008NORT0004";"3,11";"3,11"
"50015DSPA0001";"3,11";"3,11"
"50015PARO0002";"3,65";"3,65"
"50033RESU0003";"3,65";"3,65"
"50040NAAC0001";"10,91";"10,91"
"50040NAWC0001";"10,31";"10,31"
"50040NAWC0002";"10,31";"10,31"
"50695WHBT0004";"4,16";"4,16"
"00001DECO0039";"3,9";"3,9"
"00004MANM0011";"4";"4"
"00783CANT0001";"5,9";"5,9"
"00783ROBO0001";"11,4";"11,4"
"00783STCA0006";"8,9";"8,9"
"00001MITI0156";"4,2";"4,2"
"00002IMPA0004";"4,3";"4,3"
"00002TURA0014";"4,5";"4,5"
"00002VAKN0003";"5,5";"5,5"
"00052MIDN0001";"11,5";"11,5"
"00228DCLS0004";"9,95";"9,95"
"00228DMZ_0002";"12,95";"12,95"
"00228ELFA0001";"10,95";"10,95"
"00228ICLV0003";"12,95";"12,95"
"00228TAR20007";"8,95";"8,95"
"00228UDCS0001";"22";"22"
"0022852__0046";"1,75";"1,75"
"00560GUNG0010";"5,9";"5,9"
"00691DDCM0002";"12,39";"12,39"
"00691DFMF0004";"12,32";"12,32"
"00691DFMF0005";"12,32";"12,32"
"00691DTRC0002";"24,78";"24,78"
"00691DXXA0001";"8,26";"8,26"
"00977SKRO0001";"5,9";"5,9"
"00990BEGO0001";"5,9";"5,9"
"00990MYST0003";"5,9";"5,9"
"50007PNTA0001";"7,28";"7,28"
"50008ADVA0670";"4,16";"4,16"
"50008ADVA0671";"3,11";"3,11"
"50008ADVA0672";"3,11";"3,11"
"50008ADVA0673";"3,11";"3,11"
"50008ADVA0674";"3,11";"3,11"
"50014FANG0272";"9,36";"9,36"
"50015CIRL0005";"3,11";"3,11"
"50015DAIV0001";"3,11";"3,11"
"50015RETP0001";"16,65";"16,65"
"50025WIEF0001";"49,54";"49,54"
"50036NEW80002";"14,17";"14,17"
"50518HASS0010";"3,65";"3,65"
"50668DAVE0001";"3,65";"3,65"
"00001KMPR0015";"4,5";"4,5"
"00001TURN0094";"3,5";"3,5"
"00002CONA0005";"10";"10"
"00002HING0018";"5,5";"5,5"
"00002HONE0009";"5,5";"5,5"
"00002MDCH0001";"4,3";"4,3"
"00002MEVE0064";"4,3";"4,3"
"00002MGNA0002";"4,5";"4,5"
"00002MGNL0002";"5,9";"5,9"
"00002URAG0482";"2,8";"2,8"
"00043MIST0371";"2,5";"2,5"
"00043MVEN0115";"3,5";"3,5"
"00385LUT20002";"12,4";"12,4"
"00464ICAR0002";"13,43";"13,43"
"00560GUNG0001";"5,9";"5,9"
"00560GUNG0002";"5,9";"5,9"
"00560GUNG0003";"5,9";"5,9"
"00560GUNG0004";"5,9";"5,9"
"00560GUNG0005";"5,9";"5,9"
"00560GUNG0007";"5,9";"5,9"
"00560GUNG0008";"5,9";"5,9"
"00814EVE_0001";"50";"50"
"00872GARR0001";"5";"5"
"00934CANI0001";"10";"10"
"01032DDPF0001";"19,5";"19,5"
"50025AERE0001";"27,76";"27,76"
"00001CLDF0004";"5";"5"
"00001GHOS0051";"3,5";"3,5"
"00043NATA0202";"2,7";"2,7"
"00052AVSP0001";"9,5";"9,5"
"00052SLAL0002";"12,5";"12,5"
"00120GID_0001";"12";"12"
"00228BMGK0001";"19,95";"19,95"
"00228BPCW0010";"5,2";"5,2"
"00228CDWW0002";"10,95";"10,95"
"00228HELB0005";"4,95";"4,95"
"00228IDSP0001";"13,95";"13,95"
"00228ONEX0002";"5,95";"5,95"
"00228PREA0005";"4,95";"4,95"
"00228PUFF0010";"5,95";"5,95"
"00228SB2S0007";"3,5";"3,5"
"00228100B0006";"11,95";"11,95"
"0022852__0045";"1,75";"1,75"
"00002ALDC0001";"5,5";"5,5"
"00002ASGO0001";"4,5";"4,5"
"00002IMMO0018";"7";"7"
"00002KEKK0007";"5,5";"5,5"
"00002KIGO0033";"2,2";"2,2"
"00002MMEG0043";"5,3";"5,3"
"00002SPAW0102";"3,3";"3,3"
"00002ULXM0044";"2,8";"2,8"
"00002URAG0481";"2,8";"2,8"
"00002XMEN0213";"3,3";"3,3"
"00002YUNS0034";"4";"4"
"00043TEX_0569";"2,7";"2,7"
"00228SMAN0009";"2,95";"2,95"
"00464OLBO0003";"9,9";"9,9"
"00611SCDF0058";"4,4";"4,4"
"00881IMNS0002";"2,4";"2,4"
"50008ACTI0862";"3,11";"3,11"
"50015CIRL0004";"3,11";"3,11"
"50015FEAR0004";"3,11";"3,11"
"50015PROO0005";"3,65";"3,65"
"50036NEW80001";"14,17";"14,17"
"50040DTPI0001";"26,58";"26,58"
"50691MISE0002";"4,12";"4,12"
"50691OCOW0001";"20,78";"20,78"
"50702LICO0002";"3,11";"3,11"
"50732STRA0002";"3,11";"3,11"
"00002ASGD0001";"5,9";"5,9"
"00002COUS0026";"3,3";"3,3"
"00002DERP0002";"20,58";"20,58"
"00002FAN40282";"3,3";"3,3"
"00002LPRS0024";"5,5";"5,5"
"00002MGFL0002";"5,9";"5,9"
"00002MGNO0047";"4,9";"4,9"
"00002M1000001";"12";"12"
"00002SPIC0030";"3,3";"3,3"
"00002XMUN0156";"3,8";"3,8"
"00028JODO0058";"2,7";"2,7"
"00076BECK0017";"6,5";"6,5"
"00076FUET0018";"6,5";"6,5"
"00363RJOE0001";"4,2";"4,2"
"00363RJOE0002";"4,2";"4,2"
"00560DEAR0001";"5,9";"5,9"
"00560DEAR0004";"5,9";"5,9"
"00563TREN0007";"58,46";"58,46"
"00783ETDB0002";"12,9";"12,9"
"00977TRMA0003";"5,9";"5,9"
"00977VEVV0004";"5,9";"5,9"
"00034NEIN0001";"8,8";"8,8"
"00035ADAN0199";"0";"0"
"00076DNA20006";"12,39";"12,39"
"00076HANA0017";"4,5";"4,5"
"00228JUST0004";"4,5";"4,5"
"00228LLDB0007";"5,95";"5,95"
"00228LVFR0011";"2,95";"2,95"
"00228NNID0004";"5,5";"5,5"
"00228TAR20006";"8,95";"8,95"
"00881BHAG0003";"2,5";"2,5"
"00881DRLA0003";"2,5";"2,5"
"00881FEAG0003";"2,5";"2,5"
"00881IMNS0003";"2,5";"2,5"
"00001ACTI0064";"2,1";"2,1"
"00001ACTI0065";"2,1";"2,1"
"00001ACTI0066";"2,1";"2,1"
"00001ACTI0067";"2,1";"2,1"
"00001ACTI0068";"2,1";"2,1"
"00001ACTI0069";"2,6";"2,6"
"00001ACTI0070";"2,1";"2,1"
"00001ACTI0126";"2,1";"2,1"
"00035ANDV0196";"8,9";"8,9"
"00078RIMO0007";"5,9";"5,9"
"00228BAAR0005";"13";"13"
"00228DPSL0006";"2,95";"2,95"
"00228HAWK0001";"11,95";"11,95"
"00228JLA20004";"4,5";"4,5"
"00228LUIP0001";"8,95";"8,95"
"00228ONEX0001";"5,95";"5,95"
"00228TOUS0001";"16,95";"16,95"
"0022852__0044";"1,75";"1,75"
"00842MEGA0129";"1,2";"1,2"
"00977AKUM0005";"5,5";"5,5"
"00977CIEL0006";"6,2";"6,2"
"00990ANGR0001";"5,9";"5,9"
"00001ACTI0030";"2,1";"2,1"
"00001EXPR0112";"4,2";"4,2"
"00001JOST0041";"2,7";"2,7"
"00001NEMR0005";"2,7";"2,7"
"00001SLIG0186";"4,2";"4,2"
"00002DNAR0012";"12,32";"12,32"
"00002ROTW0003";"5,9";"5,9"
"00028ECOM0234";"10";"10"
"00028EUTU0091";"9";"9"
"00035ADAN0197";"0";"0"
"00076GALS0001";"4,4";"4,4"
"00783BLOM0001";"5,9";"5,9"
"00783INNW0002";"5,9";"5,9"
"00783LCHO0001";"10,9";"10,9"
"00783TWKI0001";"5,9";"5,9"
"00869GRMA0001";"5,9";"5,9"
"00043DANS0096";"2,7";"2,7"
"00043JULI0114";"3,2";"3,2"
"00043ZAGO0563";"2,7";"2,7"
"00228CJSA0004";"9,95";"9,95"
"00228CYOR0005";"5,95";"5,95"
"00228ION_0002";"8,95";"8,95"
"00228JLCY0001";"3,95";"3,95"
"00228JSAC0006";"11,95";"11,95"
"00228NIGC0002";"14,95";"14,95"
"00228PUFF0009";"5,95";"5,95"
"00228SAND0004";"4,95";"4,95"
"00228SAND0005";"4,95";"4,95"
"00228SMAN0010";"2,95";"2,95"
"0022852__0043";"1,75";"1,75"
"00832LEDC0001";"7";"7"
"00832REDS0001";"7";"7"
"00872GARR0002";"5";"5"
"00872GARR0003";"5";"5"
"50022PRE80003";"4,69";"4,69"
"00002BONE0005";"10";"10"
"00002CAPM0068";"4,3";"4,3"
"00002DEHU0135";"3,3";"3,3"
"00002FFTE0001";"13";"13"
"00002MTOP0082";"2,2";"2,2"
"00002NARU0033";"3,9";"3,9"
"00002NEXT0002";"11";"11"
"00002RCOL0065";"2,5";"2,5"
"00002RESO0001";"12";"12"
"00002SHAM0001";"4";"4"
"00002THOR0108";"3,3";"3,3"
"00002VARI0002";"5,5";"5,5"
"00220ALSI0002";"18";"18"
"00413KERS0001";"41,24";"41,24"
"00560BOGI0005";"5,9";"5,9"
"00560LOVE0002";"5,9";"5,9"
"00869CDG50001";"0";"0"
"00869CDG50002";"0";"0"
"00977BLSU0001";"5,9";"5,9"
"00001DECO0038";"3,9";"3,9"
"00001ROOD0005";"4,2";"4,2"
"00001YOUN0113";"3,9";"3,9"
"00002CZEG0021";"2,2";"2,2"
"00002FISC0028";"2";"2"
"00002HOCL0005";"5";"5"
"00002HOCL0006";"5,5";"5,5"
"00002MAXT0002";"7,5";"7,5"
"00002MPDP0002";"4";"4"
"00002NACO0001";"4,9";"4,9"
"00002SLDC0014";"4";"4"
"00002SLDC0017";"4";"4"
"00002VARI0001";"5,5";"5,5"
"00028DAGR0069";"2,7";"2,7"
"00028DA140002";"2,7";"2,7"
"00043DYLA0258";"2,7";"2,7"
"00052KICK0001";"10";"10"
"00107JIML0001";"16";"16"
"00228BAAR0004";"13";"13"
"00228CDWW0001";"9,95";"9,95"
"00228DPGT0006";"2,95";"2,95"
"00228FABL0008";"9,95";"9,95"
"00228SHAD0001";"12,95";"12,95"
"00228TAR20005";"8,95";"8,95"
"0022852__0042";"1,75";"1,75"
"00301LPDB0001";"10,9";"10,9"
"00567TWAD0003";"11,5";"11,5"
"00572PINO0001";"29";"29"
"00611PPPR0001";"14";"14"
"00775DAAS0001";"15";"15"
"00859BLE20000";"20,76";"20,76"
"00977AKUM0004";"5,5";"5,5"
"01032MRAF0001";"28,9";"28,9"
"50007GBTD0004";"3,65";"3,65"
"50007SCRE0004";"3,11";"3,11"
"50008WOOW0004";"3,11";"3,11"
"50015GODL0021";"3,11";"3,11"
"50015MAMI0005";"3,11";"3,11"
"50015WIMA0012";"4,16";"4,16"
"50518HASS0009";"3,65";"3,65"
"50672SDOL0001";"15,61";"15,61"
"50691PRIM0003";"4,12";"4,12"
"50732JJSH0001";"3,11";"3,11"
"00001ROOD0004";"4,2";"4,2"
"00001TECH0040";"1,9";"1,9"
"00002ANHE0045";"2,2";"2,2"
"00002CULT0050";"3";"3"
"00002DSCH0002";"20,58";"20,58"
"00002HONE0008";"5,5";"5,5"
"00002LIFE0018";"5,5";"5,5"
"00002MEVE0063";"4,3";"4,3"
"00002MGNA0001";"4,5";"4,5"
"00002MGNL0001";"5,9";"5,9"
"00002MMIN0086";"3";"3"
"00002RAGI0002";"69,6";"69,6"
"00002URAG0480";"2,8";"2,8"
"00002V12O0001";"9";"9"
"00002WOLV0218";"3,3";"3,3"
"00002XMNM0001";"15";"15"
"00004JEBE0003";"4";"4"
"00043NATA0201";"2,7";"2,7"
"00228HELB0004";"4,95";"4,95"
"00691DLOU0004";"20,66";"20,66"
"00853DHSS0001";"10,26";"10,26"
"00990FRED0001";"12,5";"12,5"
"00001AMIC0124";"3,9";"3,9"
"00001KMPR0014";"4,5";"4,5"
"00001MPPM0003";"4,2";"4,2"
"00001SKAP0158";"4,2";"4,2"
"00001TURN0093";"3,9";"3,9"
"00026FDCH0158";"3";"3"
"00043DANS0095";"2,7";"2,7"
"00076BECK0016";"6,5";"6,5"
"00076FUET0017";"6,5";"6,5"
"00076HANA0016";"4,5";"4,5"
"00076SHJG0015";"6,9";"6,9"
"00089GO__0003";"7,5";"7,5"
"00127LLDA0005";"16";"16"
"00228JSA_0002";"2,95";"2,95"
"00228PUFF0008";"5,95";"5,95"
"00228SB2S0006";"1,95";"1,95"
"00228UDMM0002";"19,95";"19,95"
"0022852__0041";"1,75";"1,75"
"00560YASC0001";"5,9";"5,9"
"00783ANMO0001";"14,9";"14,9"
"00783ANMO0002";"14,9";"14,9"
"00783BVAF0001";"10,4";"10,4"
"00783SPNE0013";"10,4";"10,4"
"00869GESA0012";"6,5";"6,5"
"00869MADA0001";"9,5";"9,5"
"00869MADA0002";"9,5";"9,5"
"00869URGR0002";"5,9";"5,9"
"00881FAFO0060";"0";"0"
"00934CANI0002";"10";"10"
"50014FANG0271";"9,36";"9,36"
"50040PEKE0002";"3,47";"3,47"
"50082HM070015";"6,24";"6,24"
"50523RSSL0001";"4,69";"4,69"
"50695WHBT0003";"4,16";"4,16"
"00001ACTI0031";"2,1";"2,1"
"00001ACTI0032";"2,1";"2,1"
"00001CLDF0003";"5";"5"
"00001DBPE0026";"4";"4"
"00001GHOS0050";"4,2";"4,2"
"00001TECH0061";"2,6";"2,6"
"00001TECH0064";"2,6";"2,6"
"00001TECH0065";"2,6";"2,6"
"00001TECH0066";"3,3";"3,3"
"00001TECH0165";"3,9";"3,9"
"00001TECH0166";"3,9";"3,9"
"00001UP__0049";"4,2";"4,2"
"00002DOWN0001";"10";"10"
"00002DRMC0006";"12,32";"12,32"
"00002EOAS0004";"5,9";"5,9"
"00002FAN40281";"3,3";"3,3"
"00002HUXH0020";"3,9";"3,9"
"00002LOWC0027";"5,5";"5,5"
"00002MA200084";"4,5";"4,5"
"00002MA200087";"4,5";"4,5"
"00002MA200088";"4,5";"4,5"
"00002MGFL0001";"5,9";"5,9"
"00002MGFM0001";"4,5";"4,5"
"00002MGNO0046";"4,9";"4,9"
"00002TOMA0001";"9";"9"
"00002ULFF0022";"2,8";"2,8"
"00002ULSP0055";"2,8";"2,8"
"00002XMUN0155";"3,8";"3,8"
"00009AFLI0001";"40";"40"
"00035ADAN0198";"0";"0"
"00076GALS0007";"4,4";"4,4"
"00213NEWS0004";"0";"0"
"00228NNID0003";"5,5";"5,5"
"00560PLAT0005";"5,9";"5,9"
"00560YAYA0006";"5,9";"5,9"
"00609N7CH0001";"20,62";"20,62"
"00609N7ST0001";"14,84";"14,84"
"00609N7ST0002";"14,84";"14,84"
"00977BLSU0006";"5,9";"5,9"
"00990MODO0001";"16";"16"
"00001EXPR0111";"4,2";"4,2"
"00001JOST0040";"2,7";"2,7"
"00001NEMR0004";"2,7";"2,7"
"00001SLIG0185";"4,2";"4,2"
"00002ALCO0031";"2,2";"2,2"
"00002SDDE0009";"7,5";"7,5"
"00002TURA0013";"4,5";"4,5"
"00002URAG0479";"2,8";"2,8"
"00002VADE0023";"6,5";"6,5"
"00002XMEN0212";"3,3";"3,3"
"00028EUTU0089";"9";"9"
"00107FIGH0001";"16,5";"16,5"
"00228PUFF0007";"5,95";"5,95"
"00691DWOR0008";"16,53";"16,53"
"00977BLAL0004";"5,9";"5,9"
"00977PERE0002";"5,9";"5,9"
"00001DRQU0013";"3,5";"3,5"
"00001FAN_0015";"3,3";"3,3"
"00004PEGI0013";"3,9";"3,9"
"00004WIBO0002";"4";"4"
"00028EUTU0090";"9";"9"
"00052AUTH0006";"16";"16"
"00052FROH0001";"35";"35"
"0005230GN0002";"12,5";"12,5"
"0005230GN0003";"12,5";"12,5"
"0005230GN0004";"9,5";"9,5"
"00067HRGI0001";"6,99";"6,99"
"00228SAND0001";"4,95";"4,95"
"00609N7CA0001";"10,7";"10,7"
"00691DAZC0001";"16,52";"16,52"
"00766TAZZ0016";"4,21";"4,21"
"00766TAZZ0017";"4,21";"4,21"
"00766TAZZ0018";"4,21";"4,21"
"00977ARCH0005";"5,5";"5,5"
"50357G12C0001";"39,04";"39,04"
"GGO9069";"23,06";"23,06"
"50657DVES0001";"144,59";"144,59"
"GGI8840";"23,06";"23,06"
"00002ADCR0003";"4";"4"
"00002MASU0036";"3,9";"3,9"
"00004MANM0010";"4";"4"
"00043TEX_0568";"2,7";"2,7"
"00043ZAGO0562";"2,7";"2,7"
"00052FAFH0001";"16,5";"16,5"
"00052NEME0001";"10";"10"
"00052RIMA0001";"17,5";"17,5"
"00145CATK0001";"17,99";"17,99"
"00178DCST0001";"3,62";"3,62"
"00228CJSA0003";"9,95";"9,95"
"00228CYOR0004";"5,95";"5,95"
"00228ION_0001";"8,95";"8,95"
"00228NIGC0001";"13,95";"13,95"
"0022852__0039";"1,75";"1,75"
"00385DZS20000";"23,31";"23,31"
"00609NVJA0001";"16,49";"16,49"
"00766GOT20002";"9,82";"9,82"
"00783BVCA0001";"12,9";"12,9"
"00842MEGA0128";"1,2";"1,2"
"00001ACTI0172";"3,5";"3,5"
"00001FAN_0104";"3,9";"3,9"
"00001KAEX0116";"4,2";"4,2"
"00002LIFE0013";"5";"5"
"00002THOR0094";"3";"3"
"00028DAGR0068";"2,7";"2,7"
"00151KFFI0001";"17,36";"17,36"
"00151KMK20003";"6,4";"6,4"
"00705MOJA0049";"3,5";"3,5"
"00001NEMR0001";"2,7";"2,7"
"00001UP__0048";"4,2";"4,2"
"00002DEHU0134";"3,3";"3,3"
"00002DNAR0011";"12,32";"12,32"
"00002DPKI0003";"20,58";"20,58"
"00002GAEX0009";"6";"6"
"00002MOON0002";"11";"11"
"00002NAUZ0001";"19,99";"19,99"
"00002RAST0001";"32,98";"32,98"
"00002THOR0107";"3,3";"3,3"
"00043JULI0113";"3,2";"3,2"
"00120L3MI0001";"6,2";"6,2"
"00120L3MI0002";"6,2";"6,2"
"00120L3MI0003";"6,2";"6,2"
"00120L3MI0004";"6,2";"6,2"
"00120L3MI0005";"6,2";"6,2"
"00120L3MI0006";"6,2";"6,2"
"00120L3MI0008";"6,2";"6,2"
"00228HELB0002";"4,95";"4,95"
"00228PUFF0001";"2,95";"2,95"
"00385DFAB0000";"8,18";"8,18"
"00385SHEN0001";"24,71";"24,71"
"00783FAAN0001";"11,4";"11,4"
"00783SAPT0001";"11,9";"11,9"
"00783ZOMB0001";"11,4";"11,4"
"00814GLOO0001";"18,18";"18,18"
"00977HOCO0002";"7,5";"7,5"
"00977LIVE0001";"5,9";"5,9"
"00977LIVE0002";"5,9";"5,9"
"00977MANH0003";"5,9";"5,9"
"00977REAL0003";"5,9";"5,9"
"01099ACIG0001";"6,9";"6,9"
"50005CONO0001";"5,95";"5,95"
"50007PROM0002";"25,98";"25,98"
"50007SCRE0003";"3,11";"3,11"
"50008ACTI0861";"3,11";"3,11"
"50008WETP0002";"15,61";"15,61"
"50014NEWT0063";"13,52";"13,52"
"50015FFDD0006";"4,16";"4,16"
"50015PROO0004";"3,11";"3,11"
"50022PRE80002";"4,69";"4,69"
"50024SAHS0001";"5,16";"5,16"
"50036NEW70012";"14,17";"14,17"
"50369TARO0048";"3,07";"3,07"
"50518HASS0008";"3,65";"3,65"
"50695SALE0000";"4,16";"4,16"
"50702LICO0001";"3,11";"3,11"
"50793DRCR0003";"3,38";"3,38"
"00043AGAL0017";"6,2";"6,2"
"00043DYLA0257";"2,7";"2,7"
"00052EIPG0005";"11";"11"
"00120IRSL0001";"14";"14"
"00228BOBO0004";"5,5";"5,5"
"00228DCLS0003";"9,95";"9,95"
"00228LVPI0001";"16,95";"16,95"
"00228TAR20001";"3,95";"3,95"
"00228VIMR0001";"8,95";"8,95"
"0022852__0038";"1,75";"1,75"
"00560BOGI0001";"5,9";"5,9"
"00560BOGI0003";"5,9";"5,9"
"00572TALI0001";"18";"18"
"00001DECO0037";"3,9";"3,9"
"00001DQUE0116";"4,2";"4,2"
"00002FISC0001";"2";"2"
"00002LIFE0014";"5,5";"5,5"
"00002MAMI0034";"4";"4"
"00002MAMI0035";"4";"4"
"00002MA200081";"4,5";"4,5"
"00002MA200082";"4,5";"4,5"
"00002NACO0002";"4,9";"4,9"
"00002NACO0003";"4,9";"4,9"
"00002TURA0012";"4,5";"4,5"
"00078RIAL0001";"6,5";"6,5"
"00108KITG0001";"14,9";"14,9"
"00186MAAU0001";"76,86";"76,86"
"00186MAAU0002";"81,07";"81,07"
"00186MAAU0004";"16,91";"16,91"
"00560KOEX0002";"9,9";"9,9"
"00560ZOLO0003";"5,9";"5,9"
"01098PIKW0009";"9,02";"9,02"
"00001KMPR0010";"4,5";"4,5"
"00002BADL0024";"5,5";"5,5"
"00002HABE0032";"10";"10"
"00002MALO0087";"4,3";"4,3"
"00002MTOP0081";"2,2";"2,2"
"00002RSCC0001";"15";"15"
"00002TURA0011";"3";"3"
"00002URAG0478";"2,8";"2,8"
"00002WOLV0217";"3,3";"3,3"
"00034IMDG0001";"10,4";"10,4"
"00078RIMO0009";"5,9";"5,9"
"00107LPSC0001";"16";"16"
"00228BAAR0003";"13";"13"
"00385LRDF0002";"2,98";"2,98"
"00977BLSU0005";"5,9";"5,9"
"00977CAFR0002";"5,9";"5,9"
"00977MODE0001";"5,9";"5,9"
"00004JEBE0002";"4";"4"
"00004SHAO0003";"4,5";"4,5"
"00028DA140001";"2,7";"2,7"
"00228AMSS0001";"11,95";"11,95"
"00228CONO0003";"9,95";"9,95"
"00228DCCL0012";"5,95";"5,95"
"00228HELB0003";"4,95";"4,95"
"00228LLDB0005";"4,95";"4,95"
"00228MMSA0001";"11,95";"11,95"
"00228PUFF0006";"5,95";"5,95"
"0022852__0037";"1,75";"1,75"
"00869BAJU0005";"8,7";"8,7"
"00869GESA0010";"6";"6"
"00869GESA0011";"6,5";"6,5"
"00869MAAN0002";"6,7";"6,7"
"00869MARS0003";"8,7";"8,7"
"00869URGO0002";"5,9";"5,9"
"00001AMIC0123";"3,5";"3,5"
"00001CLDF0002";"5";"5"
"00001GUUN0026";"5,5";"5,5"
"00001KMPR0013";"4,5";"4,5"
"00001MPPM0002";"4,2";"4,2"
"00001SKAP0157";"7";"7"
"00001TURN0092";"3,9";"3,9"
"00002BERS0059";"2";"2"
"00002BERS0060";"2";"2"
"00002BERS0061";"2";"2"
"00002CAPM0067";"4,3";"4,3"
"00002MGNO0045";"4";"4"
"00385LSD40000";"61,98";"61,98"
"00977MODE0007";"5,9";"5,9"
"00977PRIE0016";"5,9";"5,9"
"01056SWBL0001";"9,9";"9,9"
"50007GBTD0003";"3,65";"3,65"
"50008WOOW0003";"3,11";"3,11"
"50014FANG0270";"9,36";"9,36"
"50040PEKE0001";"3,47";"3,47"
"50732STRA0001";"3,11";"3,11"
"00002BCSN0009";"5";"5"
"00002CRCC0001";"10";"10"
"00002EOAS0003";"5,9";"5,9"
"00002FAN40280";"3,3";"3,3"
"00002XMUN0154";"3,8";"3,8"
"00120L3MI0009";"6,2";"6,2"
"00120L3VZ0001";"9,3";"9,3"
"00560BOGI0002";"5,9";"5,9"
"00560BOGI0004";"5,9";"5,9"
"00567BASA0001";"11";"11"
"00609GGBP0001";"28,84";"28,84"
"00611SCDF0057";"4,5";"4,5"
"00687FRSD0001";"13";"13"
"00842MEGA0127";"1,2";"1,2"
"00977LOON0001";"5,9";"5,9"
"00977SKRO0003";"5,9";"5,9"
"00977VANI0001";"5,9";"5,9"
"01021POOT0001";"69";"69"
"50008WOWI0001";"28,89";"28,89"
"00001GHOS0049";"4,2";"4,2"
"00002ALCO0030";"2,2";"2,2"
"00002DASM0001";"12,32";"12,32"
"00002DASM0002";"20,58";"20,58"
"00002DERP0001";"20,58";"20,58"
"00002DRMC0005";"12,32";"12,32"
"00002HUXH0021";"3,9";"3,9"
"00002MMEG0041";"6,9";"6,9"
"00002SDRT0002";"18,94";"18,94"
"00002TDSC0012";"6,99";"6,99"
"00002TDSC0016";"6,99";"6,99"
"00002TDSC0017";"6,99";"6,99"
"00002TDSC0018";"6,99";"6,99"
"00002THOR0079";"3";"3"
"00002WOLV0202";"3";"3"
"00028DAGR0067";"2,7";"2,7"
"00028EUTU0085";"8";"8"
"00043JULI0101";"3,2";"3,2"
"00043MVEN0114";"3,5";"3,5"
"00043NATA0200";"2,7";"2,7"
"00043UNAL0001";"4,9";"4,9"
"00049EVA30002";"20,6";"20,6"
"00076BECK0015";"6,5";"6,5"
"00076BGTO0013";"3,9";"3,9"
"00076DNA20004";"12,39";"12,39"
"00076FUET0004";"4,9";"4,9"
"00076FUET0016";"6,5";"6,5"
"00076HANA0015";"4,5";"4,5"
"00120CEAM0001";"12";"12"
"00145MOEB0004";"16,99";"16,99"
"00213NEWS0003";"0";"0"
"00228CJSA0002";"9,95";"9,95"
"00228DPSL0005";"2,95";"2,95"
"00228JLA20003";"2,95";"2,95"
"00228LLDB0003";"5,95";"5,95"
"00228LVFR0009";"2,95";"2,95"
"00228NNID0002";"5,5";"5,5"
"0022852__0036";"1,75";"1,75"
"00328YUYU0001";"21,9";"21,9"
"00385LFF20000";"24,3";"24,3"
"00525BMKP0001";"12,5";"12,5"
"00560GUNG0009";"5,9";"5,9"
"00560PHAN0004";"5,9";"5,9"
"00560ZERO0008";"5,9";"5,9"
"00582DSTA0001";"20,25";"20,25"
"00668PLST0001";"26,5";"26,5"
"00669MEMO0001";"42,95";"42,95"
"00845GCTE0001";"11,5";"11,5"
"00853DL3C0003";"82,64";"82,64"
"00977AKUM0003";"5,5";"5,5"
"00977CHEC0004";"5,9";"5,9"
"01031SE070000";"0,5";"0,5"
"01068MELE0001";"16,53";"16,53"
"50015DRAI0001";"3,11";"3,11"
"50015DRAI0003";"3,11";"3,11"
"50015DRAI0005";"3,11";"3,11"
